530238,69382307
2961442,276733073
3320605,34614168
3320605,60584974
3320605,215243753
3320605,362277971
4209449,69692737
4239407,58119703
4239407,283201104
5369231,18311946
5369231,304220562
5708087,58330809
11279964,168681351
12089679,87063573
12361452,34372993
12361452,45671692
12361452,79084371
12361452,86134680
12361452,88715281
12361452,148466849
12361452,335718919
12361452,364261416
12361452,370932166
12473103,258181460
12952941,197997766
13036407,390083719
13131039,863419
13698828,236600747
13698828,332555164
13773861,121716939
15033334,44937462
15280372,85033994
15280372,248876824
15731449,293483840
16266511,48049384
17562880,300556503
18387106,243720704
18488008,382134731
20428959,301588836
21279609,245160551
21827502,334092262
23688622,383234244
23730268,297853261
24979429,236434380
25730704,55788162
25730704,105318396
25730704,250793249
25730704,396834504
27905177,265047518
28785719,375648589
30591498,275744491
30660351,149841112
30660351,162073706
32079118,47931063
32367160,358200376
33253837,234560496
34710466,43724998
34895785,49700884
35482754,307600160
35927708,176672539
37393370,312308000
37393370,336441461
37963142,2838790
37963142,95245075
37963142,265771272
37963142,330473764
37963142,383837757
38026943,253800192
39759851,16008761
39759851,96544502
40387240,185353244
40745647,384856811
42354574,93659496
43484740,88769
43484740,402732988
44193530,123709387
44193530,208998070
44277104,79312721
44705666,266217824
45629939,184931760
46554986,71106658
46729748,400840831
48362340,154168523
49099929,233293607
50142094,254127882
50202820,373738755
50783368,205542738
50805790,146543101
51318043,291111902
51672425,68002890
54581027,30689144
55624235,112798392
56850825,19749520
57269349,223978628
57328869,179147995
57328869,263411409
59786445,66062866
62664446,35543823
62664446,112490638
64151780,190774778
64509513,388477074
100226515,250781249
100226515,386288949
100714423,298448944
100714423,335666359
101577352,242447429
101919523,386356099
104479195,315015802
105315608,171445787
105726659,192311592
105726659,388333999
106778951,71743660
107818388,217230200
109043819,293880821
109436981,263135114
110202001,97497406
110507044,345626114
110581771,114315798
110825197,43578886
111311287,344702101
114328130,120065547
114328130,262439012
115669976,187864672
116270315,274415103
117209225,360824941
118733970,134877587
122407730,388470592
123384614,24181441
123646460,328237621
126376929,37926767
126376929,53774113
126376929,123822551
126376929,259348195
126920490,137729000
126920490,308733158
128008896,137318721
130382645,170831857
131045093,86616848
132541898,52025208
132541898,66780674
132541898,188638627
132626507,13761688
132626507,48267628
132626507,239537870
132636848,82050160
133055414,296482031
134116374,56943774
135378246,19299621
135378246,133073301
135378246,228836179
135378246,335006730
135567210,296800273
135809553,24420702
135809553,202135649
136286592,115214235
136286592,205050604
137352966,42199042
137534145,205219028
138492880,402463602
138604543,303417452
138796450,61488106
138796450,272315896
141934553,42310286

test f1:0.940235
test weightedPrecision:0.938967
test weightedRecall:0.952580
