user_id,item_id,type_1,type_2,type_3,type_4_x,type_4_y,labels
39784727,110561647,1,0,0,0,0,0
1466224,251764394,1,0,0,0,0,0
2292421,11976778,1,0,0,0,0,0
3285586,136269849,1,0,0,0,0,0
3376717,55799086,1,0,0,0,0,0
6135455,215529866,1,0,0,0,0,0
10357743,308509863,1,1,0,0,0,0
12361452,171701625,1,0,0,0,0,0
12506484,104068274,1,0,0,0,0,0
12679125,5862547,1,0,0,0,0,0
12821283,268488417,1,0,0,0,0,0
12952941,36517573,1,0,0,0,0,0
13709817,80964067,1,0,0,0,0,0
13745955,49210623,1,0,0,0,0,0
13787337,136052002,1,0,0,0,0,0
13956684,247283106,1,0,0,0,0,0
14199942,353376537,1,0,0,0,0,0
14695090,121885358,1,0,0,0,0,0
16266511,388682706,1,0,0,0,0,0
17482213,187098012,1,0,0,0,0,0
17906191,335472037,1,0,0,0,0,0
19620923,403867251,1,0,0,0,0,0
20464299,240042996,1,0,0,0,0,0
20940726,332508191,1,0,0,0,0,0
21021180,255006347,1,0,0,0,0,0
21150330,72866311,1,0,1,0,0,0
21265164,404327555,1,0,0,0,0,0
21326166,320996741,1,0,0,0,0,0
21902688,154604572,1,0,0,0,0,0
22118106,143443140,1,0,0,0,0,0
22631517,360405474,1,0,0,0,0,0
23182222,137863783,2,0,1,0,0,0
23688622,96263375,1,0,0,0,0,0
23730268,329687694,0,0,1,0,0,0
23891314,351291145,1,0,0,0,0,0
24066823,47680549,1,0,0,0,0,0
24702703,279014417,1,0,0,0,0,0
25006222,13847609,1,0,0,0,0,0
26201404,71243554,1,0,0,0,0,0
26201404,322399477,1,0,0,0,0,0
27460736,47303239,1,0,0,0,0,0
28228076,344246963,1,0,0,0,0,0
29324237,220706896,1,0,0,0,0,0
30354420,92029947,1,0,0,0,0,0
31153192,166699116,1,0,0,0,0,0
31408906,264428779,1,0,0,0,0,0
32340313,337377204,2,0,1,0,0,0
33158008,149525928,1,1,0,0,0,0
33253837,386273662,1,0,0,0,0,0
34615036,140522918,1,0,0,0,0,0
34757101,237649870,1,0,0,0,0,0
34810921,116036154,1,0,0,0,0,0
34810921,226980048,1,0,0,0,0,0
35607560,260174459,1,0,0,0,0,0
35913491,39337950,1,0,1,0,0,0
36213932,152143349,1,0,0,0,0,0
37929740,218887120,1,0,0,1,0,0
39352244,375972453,1,0,0,0,0,0
39489203,8042382,1,0,0,0,0,0
40824670,214095062,1,0,0,0,0,0
41159791,267004052,1,0,0,0,0,0
41542750,220655608,1,0,0,0,0,0
42250699,132894486,1,0,0,0,0,0
42390655,101326882,1,0,0,0,0,0
42757165,340658714,1,0,0,0,0,0
42991858,367328232,2,0,0,0,0,0
43188523,259214384,1,0,0,0,0,0
43485529,139302549,1,1,0,0,0,0
43941746,325308387,1,0,0,0,0,0
44445188,384487676,1,0,0,0,0,0
44902634,41687340,1,0,0,0,0,0
45062594,602840,1,0,0,0,0,0
45841157,133528208,1,0,0,0,0,0
46554986,204155454,1,0,1,0,0,0
46965200,64007538,1,0,0,0,0,0
47498990,86449118,1,0,1,0,0,0
47750291,260855201,1,0,0,0,0,0
48658287,232690796,1,0,0,0,0,0
48709917,303698675,1,0,0,0,0,0
48790890,157087642,1,0,0,0,0,0
49521270,240588258,2,0,0,0,0,0
49889355,303414459,1,0,0,0,0,0
50142094,318736356,2,0,0,0,0,0
50936023,18170459,1,0,0,0,0,0
51495553,16189606,1,0,0,0,0,0
51845990,383731352,1,0,0,0,0,0
52407080,172954561,1,0,0,0,0,0
52782746,204255335,1,0,0,0,0,0
53403128,253620561,1,0,0,0,0,0
54388676,257484485,1,0,0,0,0,0
54766757,286120430,1,0,0,0,0,0
55569161,292365887,1,0,0,0,0,0
55633730,203780594,1,0,0,0,0,0
56164305,329261394,1,0,0,0,0,0
56390481,82060227,2,0,0,1,0,0
56457981,167861833,1,0,0,0,0,0
56850825,19749520,1,0,1,0,0,0
57373248,47303239,1,1,0,0,0,0
58632405,232724685,1,0,0,0,0,0
58632405,275124969,1,0,0,0,0,0
60817805,358225889,1,0,0,0,0,0
60857306,285681120,2,0,0,0,0,0
61095197,100258175,1,0,0,0,0,0
61111064,269548213,1,0,0,0,0,0
61572698,179192487,1,0,0,0,0,0
61745579,158773221,1,0,0,0,0,0
61938590,365346086,1,0,0,0,0,0
62164715,37976249,2,0,0,0,0,0
62264030,140563830,1,0,0,0,0,0
62871584,344449906,1,0,0,0,0,0
64500498,70401434,1,0,0,0,0,0
64500498,273885109,1,0,0,0,0,0
64509513,123077077,1,0,0,0,0,0
64509513,126884202,1,0,0,0,0,0
65175897,292454294,1,0,0,0,0,0
65353086,315583107,1,0,0,0,0,0
100509052,35098725,1,0,0,0,0,0
100834135,26886253,1,0,0,0,0,0
101216554,399116186,1,0,0,0,0,0
101380978,372393716,1,0,0,0,0,0
101421355,209509464,1,0,0,0,0,0
102041659,311535551,1,0,0,0,0,0
102115747,303158857,1,0,0,0,0,0
103033579,34206668,1,1,0,0,0,0
103459768,376502439,1,0,0,0,0,0
104010721,264510374,3,0,1,0,0,0
104803615,344137842,1,0,0,0,0,0
105227450,258713108,1,0,0,0,0,0
106239539,344862061,1,1,0,0,0,0
106633190,40456158,1,0,0,0,0,0
106960781,371482995,1,0,1,0,0,0
109230332,183769060,1,0,0,0,0,0
109779393,319174167,1,1,0,0,0,0
109826805,12404972,1,0,1,0,0,0
109897167,36266314,1,0,0,0,0,0
110083351,221871,2,0,0,0,0,0
111124222,87331961,1,0,1,0,0,0
112201231,62017274,1,0,0,0,0,0
112471411,23552148,1,0,0,0,0,0
113434937,204839576,1,0,0,0,0,0
113497295,264067879,1,0,0,0,0,0
113979251,106921086,1,0,0,0,0,0
114328130,247651169,1,0,0,0,0,0
114508949,10221384,1,0,0,0,0,0
115374248,213477101,2,0,0,0,0,0
115514672,92437132,1,0,1,0,0,0
115636265,213194780,1,0,0,0,0,0
116493266,112956815,1,0,0,0,0,0
116789402,4444104,1,0,0,0,0,0
117865752,298174661,1,1,0,0,0,0
117880116,53120362,1,0,0,0,0,0
117880116,197581526,1,0,0,0,0,0
117898836,124333787,1,0,0,0,0,0
118733970,386865745,1,0,0,0,0,0
119311809,117402577,1,0,0,0,0,0
119838957,329551185,1,0,0,0,0,0
121048289,135377736,1,0,0,0,0,0
121172660,234073140,1,0,0,0,0,0
121271681,57290558,1,0,0,0,0,0
121298414,102975877,2,0,0,0,0,0
121300388,264344989,1,0,0,0,0,0
123021194,4402340,1,1,0,0,0,0
123021194,139198848,1,0,0,0,0,0
124302458,270269137,1,0,0,0,0,0
124410575,13016443,1,0,0,0,0,0
124421951,278194439,1,0,0,0,0,0
124449359,316456157,1,0,0,0,0,0
124482941,51591774,1,0,0,0,0,0
124956647,45500044,1,0,1,0,0,0
127344690,150823353,1,0,0,0,0,0
127414902,64931520,1,0,0,0,0,0
128753499,200850651,1,0,0,0,0,0
129662025,216555424,1,1,0,0,0,0
130215077,6518171,1,0,0,0,0,0
130253609,123183479,1,0,0,0,0,0
130306265,83144462,1,0,0,0,0,0
130512101,346121102,1,0,0,0,0,0
131153324,284027561,1,0,0,0,0,0
131615036,8207690,1,0,0,0,0,0
132236660,388142713,1,0,0,0,0,0
133052897,108546331,1,0,0,0,0,0
134250801,152447924,1,0,0,0,0,0
134314587,310368448,1,0,0,0,0,0
134445447,20755868,1,0,0,0,0,0
134484330,149925716,1,0,0,0,0,0
135833241,90136395,1,0,0,0,0,0
136497435,49778807,1,0,0,0,0,0
136534221,254693623,1,0,0,0,0,0
138176232,312893187,1,0,0,0,0,0
139154977,113043167,1,0,0,0,0,0
140644193,47244825,1,0,1,0,0,0
140763800,236534634,1,0,0,0,0,0
335949,195408297,1,0,0,0,0,0
1133104,261943461,1,0,0,0,0,0
2109568,101117512,1,0,0,0,0,0
3906019,1578540,1,0,0,0,0,0
4843892,259700866,1,0,0,0,0,0
5770934,315583107,1,0,1,1,0,0
10710516,258094517,1,0,0,0,0,0
11525370,265281310,1,0,0,0,0,0
12361452,121932928,1,0,0,0,0,0
13461432,207844442,1,0,0,0,0,0
14199942,189990953,1,0,0,0,0,0
15560848,292804253,1,0,0,0,0,0
16715536,34585842,1,0,1,0,0,0
19061581,315583107,1,0,0,0,0,0
19231466,89021623,1,0,0,0,0,0
19371422,59925783,1,0,0,0,0,0
19467218,128390381,1,0,0,0,0,0
20859285,379997885,1,0,0,0,0,0
21615567,234225276,1,0,0,0,0,0
26201404,211845125,1,0,0,0,0,0
26401156,316962828,1,0,0,0,0,0
28865588,308586987,2,0,0,0,0,0
28992857,26195435,2,0,0,0,0,0
33787972,112266519,1,0,0,0,0,0
33857842,44533196,1,0,0,0,0,0
34593868,134768469,1,0,0,0,0,0
35520386,166285595,1,0,0,0,0,0
35702135,266185296,1,0,0,0,0,0
38026943,141881315,1,0,0,0,0,0
38660360,113325193,1,0,0,0,0,0
39489203,130557414,1,0,0,0,0,0
41267281,80319389,1,0,0,0,0,0
41291140,68436567,1,0,0,0,0,0
41396203,335588066,1,0,0,0,0,0
42051013,48698901,1,0,0,0,0,0
43308475,95253928,3,0,0,0,0,0
44097692,288726728,1,0,0,0,0,0
44994029,291423017,1,0,0,0,0,0
45986348,158542516,1,0,0,0,0,0
49035072,93993042,1,0,0,0,0,0
51470017,160226710,1,0,0,0,0,0
53455877,60328283,1,0,0,0,0,0
53878313,202375277,1,0,0,0,0,0
55474154,263108455,1,0,0,0,0,0
55474724,362488675,1,0,0,0,0,0
56457981,317352403,1,0,0,0,0,0
59786445,85830366,1,0,0,0,0,0
59860956,348667147,1,0,0,0,0,0
62264030,349753662,1,1,0,0,0,0
62337881,138340889,1,0,0,0,0,0
62957267,397231385,1,0,0,0,0,0
64151780,105162101,1,0,0,0,0,0
64500498,107455195,1,0,0,0,0,0
65049834,310352580,1,0,0,0,0,0
100171465,171651968,1,0,0,0,0,0
101543575,181520758,1,0,0,0,0,0
102539086,366818646,1,0,0,0,0,0
102590956,321174090,1,0,0,0,0,0
103210150,14782145,1,0,0,0,0,0
105833132,269879320,1,0,0,0,0,0
105902537,34043372,1,0,0,0,0,0
107143838,156417717,1,0,1,0,0,0
107143838,382209670,1,0,0,0,0,0
107494922,38621333,1,0,0,0,0,0
108318200,387550395,1,0,0,0,0,0
109326584,64835850,1,0,0,0,0,0
109440197,66440021,1,0,0,0,0,0
109548404,165071952,1,0,0,0,0,0
109895457,49002319,1,0,0,0,0,0
110041570,384950182,1,0,0,0,0,0
111246442,326099382,1,0,0,0,0,0
111311287,61811506,1,0,0,0,0,0
111556135,313262205,1,0,0,0,0,0
111611095,214961247,1,1,0,0,0,0
