user_id,item_id,type_1,type_2,type_3,type_4_x,type_4_y,labels
3151543,213933923,1,0,0,0,0,0
12409914,331552805,1,0,0,0,0,0
12853122,115243195,1,0,0,0,0,0
13505790,58727293,1,0,0,0,0,0
14333412,340047078,1,0,0,0,0,0
16084534,308104381,1,0,0,0,0,0
18176035,133551630,1,0,0,0,0,0
18246133,88201660,1,0,0,0,0,0
20512062,176822714,1,0,0,0,0,0
20670591,131571415,1,0,0,0,0,0
21348120,354843271,1,0,0,0,0,0
21446676,97335091,1,0,0,0,0,0
22221198,108082826,1,0,0,0,0,0
22782888,400071043,1,0,0,0,0,0
23344525,380215922,1,0,0,0,0,0
28027859,164666227,1,0,0,0,0,0
31140676,368728463,1,0,0,0,0,0
33259537,288779027,1,0,0,0,0,0
33456733,330759571,1,0,0,0,0,0
33495199,107140272,1,0,0,0,0,0
33929080,102903008,1,0,0,0,0,0
34710466,266954644,1,0,0,0,0,0
35555579,347411901,1,0,0,0,0,0
38660360,67498030,1,0,0,0,0,0
39784727,110561647,1,0,0,0,0,0
41331280,315323681,1,0,0,0,0,0
46156223,375128821,1,0,0,0,0,0
46729748,346022276,1,0,0,0,0,0
51742523,109214086,1,0,0,0,0,0
52318172,305653094,1,0,0,0,0,0
52685207,197670999,1,0,0,0,0,0
55474154,359959488,1,0,0,0,0,0
59673150,174063202,1,0,0,0,0,0
62957039,329624631,1,0,0,0,0,0
63377249,287513873,1,0,0,0,0,0
100236685,383169145,1,0,0,0,0,0
100521298,399809564,1,0,0,0,0,0
102856393,65202049,1,0,0,0,0,0
103459768,139275009,1,0,0,0,0,0
104182726,271134215,1,0,0,0,0,0
104479195,97517742,1,0,0,0,0,0
107614019,170281123,1,0,0,0,0,0
108408752,292473216,1,0,0,0,0,0
110825197,129300713,2,0,0,0,0,0
111876739,254836176,1,0,0,0,0,0
113640203,8816162,1,0,0,0,0,0
114695450,342521946,2,0,0,0,0,0
115594814,283359594,1,0,0,0,0,0
116616533,220153088,1,0,0,0,0,0
116701850,51734688,1,0,0,0,0,0
119759040,317942300,1,0,0,0,0,0
122510537,323508702,1,0,0,0,0,0
122759831,107650739,1,0,0,0,0,0
123278606,270343411,1,0,0,0,0,0
124029668,286536397,1,0,0,0,0,0
124595039,32844354,1,1,0,0,0,0
125172374,96724650,1,0,0,0,0,0
128136003,37239419,1,0,0,0,0,0
130335188,128401907,1,0,0,0,0,0
131771456,62263549,1,0,0,0,0,0
133084964,50654487,1,0,0,0,0,0
133373966,284420528,1,0,0,0,0,0
133780799,303405737,1,0,0,0,0,0
134579889,108492033,2,0,0,1,0,0
135986094,221988150,1,0,0,0,0,0
136036200,329337409,2,0,1,0,0,0
138589540,60067629,1,0,0,0,0,0
139119361,109795795,1,0,0,0,0,0
139915480,85854990,1,0,0,0,0,0
140943878,365319672,1,1,0,0,0,0
492,31040941,1,0,0,0,0,0
182343,322794492,1,0,0,0,0,0
224763,89983651,1,0,0,0,0,0
279801,74927486,2,0,0,0,0,0
299856,197489806,1,0,0,0,0,0
302466,172667990,1,0,0,0,0,0
302466,387447969,1,0,0,0,0,0
335949,176815724,1,0,0,0,0,0
335949,242773829,1,0,0,0,0,0
335949,311513066,1,0,0,0,0,0
335949,373288329,1,0,0,0,0,0
519693,227055617,1,0,0,0,0,0
536394,4351680,1,0,0,0,0,0
599436,134632501,1,0,0,0,0,0
1031395,369567118,1,0,0,0,0,0
1094209,186594575,1,0,0,0,0,0
1096774,239508701,1,0,0,0,0,0
1107934,350771808,1,0,0,0,0,0
1117078,17910123,1,0,0,0,0,0
1136287,74927237,1,0,0,0,0,0
1164136,136840601,1,0,0,0,0,0
1164136,210588790,3,0,1,1,0,0
1183516,24835172,2,0,0,0,0,0
1183516,36967171,1,0,0,0,0,0
1183516,184078119,1,0,0,0,0,0
1183516,302794465,1,0,0,0,0,0
1183516,374280842,1,0,0,0,0,0
1183516,394787694,1,0,0,0,0,0
1246228,62537065,1,0,0,0,0,0
1246228,284195647,1,0,0,0,0,0
1254859,30873161,1,0,0,0,0,0
1254859,200331828,1,0,0,0,0,0
1254859,303587882,1,0,0,0,0,0
1273897,330807277,1,0,0,0,0,0
1307287,104460884,1,0,0,0,0,0
1321831,109603897,1,0,0,0,0,0
1321831,257752902,1,0,0,0,0,0
1321831,271183921,1,0,0,0,0,0
1321831,291882293,1,0,0,0,0,0
1321831,348132562,1,0,0,0,0,0
1321831,394201017,1,0,0,0,0,0
1333084,347221497,3,0,0,0,0,0
1383268,102983283,1,0,0,0,0,0
1383268,196345767,1,0,0,0,0,0
1466224,154283151,1,0,0,0,0,0
1466224,251764394,1,0,0,0,0,0
