,user_id,item_id,type_1,type_2,type_3,type_4_x,type_4_y,labels
0,492,31040941,1,0,0,0,0.0,0.0
1,45561,229481967,1,0,1,0,0.0,0.0
2,59436,184081436,1,0,0,0,0.0,0.0
3,60723,123768918,1,1,0,0,0.0,0.0
4,60723,128764783,1,1,0,0,0.0,0.0
5,60723,221296152,1,0,0,0,0.0,0.0
6,60723,223608275,2,0,0,0,0.0,0.0
7,60723,238762567,1,0,0,0,0.0,0.0
8,60723,245872961,1,0,0,0,0.0,0.0
9,60723,334061385,1,0,0,0,0.0,0.0
10,61797,83261906,1,0,0,0,0.0,0.0
11,116418,14902551,1,0,0,0,0.0,0.0
12,116418,40308284,1,0,0,0,0.0,0.0
13,116418,44523695,1,0,0,0,0.0,0.0
14,116418,62686124,1,0,0,0,0.0,0.0
15,116418,84141319,1,0,0,0,0.0,0.0
16,116418,90983804,1,0,0,0,0.0,0.0
17,116418,104679350,1,0,0,0,0.0,0.0
18,116418,108563276,1,0,0,0,0.0,0.0
19,116418,138069696,1,0,0,0,0.0,0.0
20,116418,157434422,1,0,0,0,0.0,0.0
21,116418,185544700,1,0,0,0,0.0,0.0
22,116418,206807320,1,0,0,0,0.0,0.0
23,116418,230278088,1,0,0,0,0.0,0.0
24,116418,239012007,1,0,0,0,0.0,0.0
25,116418,249976517,1,0,0,0,0.0,0.0
26,116418,251705633,1,0,0,0,0.0,0.0
27,116418,264917968,1,0,0,0,0.0,0.0
28,116418,290788427,1,0,0,0,0.0,0.0
29,116418,295063516,1,0,0,0,0.0,0.0
30,116418,298066327,1,0,0,0,0.0,0.0
31,116418,298278408,1,0,0,0,0.0,0.0
32,116418,306665890,1,0,0,0,0.0,0.0
33,116418,315273663,1,0,0,0,0.0,0.0
34,116418,363480827,1,0,0,0,0.0,0.0
35,116418,369365813,1,0,0,0,0.0,0.0
36,116418,373241695,1,0,0,0,0.0,0.0
37,116418,391528720,1,0,0,0,0.0,0.0
38,116418,394347846,1,0,0,0,0.0,0.0
39,116418,397670044,1,0,0,0,0.0,0.0
40,116418,400682578,1,0,0,0,0.0,0.0
41,134211,6491625,1,0,0,0,0.0,0.0
42,134211,79679783,1,0,0,0,0.0,0.0
43,134211,96616269,1,0,0,0,0.0,0.0
44,134211,330807277,1,0,0,0,0.0,0.0
45,161481,15708296,1,0,0,1,0.0,0.0
46,161481,25393722,1,0,0,0,0.0,0.0
47,161481,198858497,1,0,0,0,0.0,0.0
48,161481,299961071,2,0,0,0,0.0,0.0
49,161481,340617932,1,0,0,0,0.0,0.0
50,161481,388107613,1,0,0,0,0.0,0.0
51,182343,45734120,1,0,0,0,0.0,0.0
52,182343,72718120,1,0,0,0,0.0,0.0
53,182343,112543556,1,0,0,0,0.0,0.0
54,182343,213525414,1,0,0,0,0.0,0.0
55,182343,259931960,1,0,0,0,0.0,0.0
56,182343,264704619,1,0,0,0,0.0,0.0
57,182343,277415075,1,0,0,0,0.0,0.0
58,182343,288392892,1,0,0,0,0.0,0.0
59,182343,296188860,1,0,0,0,0.0,0.0
60,182343,322794492,1,0,0,0,0.0,0.0
61,182343,335993793,1,0,0,0,0.0,0.0
62,182343,341349046,1,0,0,0,0.0,0.0
63,183987,124581566,1,0,0,0,0.0,0.0
64,186903,45907903,1,0,0,0,0.0,0.0
65,186903,203780594,1,0,0,0,0.0,0.0
66,190518,163966142,1,0,0,0,0.0,0.0
67,224763,31416373,1,0,0,0,0.0,0.0
68,224763,89983651,1,0,0,0,0.0,0.0
69,224763,104930455,1,0,0,0,0.0,0.0
70,224763,112266904,1,0,0,0,0.0,0.0
71,224763,133528208,1,0,0,0,0.0,0.0
72,226017,9592306,1,0,1,0,0.0,0.0
73,252270,38890853,1,0,0,0,0.0,0.0
74,252270,60857891,1,0,0,0,0.0,0.0
75,252270,74920973,1,0,0,0,0.0,0.0
76,252270,83603842,1,0,0,0,0.0,0.0
77,252270,101459563,1,0,0,0,0.0,0.0
78,252270,116046158,1,0,0,0,0.0,0.0
79,252270,130914633,1,0,0,0,0.0,0.0
80,252270,134701695,1,0,0,0,0.0,0.0
81,252270,136066848,1,0,0,0,0.0,0.0
82,252270,155648981,1,0,0,0,0.0,0.0
83,252270,160249244,1,0,0,0,0.0,0.0
84,252270,179299680,1,0,0,0,0.0,0.0
85,252270,188905598,1,0,0,0,0.0,0.0
86,252270,206953107,1,0,0,0,0.0,0.0
87,252270,260762726,1,0,0,0,0.0,0.0
88,252270,261361833,1,0,0,0,0.0,0.0
89,252270,311177332,1,0,0,0,0.0,0.0
90,252270,341034972,1,0,0,0,0.0,0.0
91,252270,361650227,1,0,0,0,0.0,0.0
92,252270,388036380,1,0,0,0,0.0,0.0
93,252270,395038873,1,0,0,0,0.0,0.0
94,256431,29207633,1,0,0,0,0.0,0.0
95,257277,79432340,1,0,0,0,0.0,0.0
96,257277,83203227,1,0,0,0,0.0,0.0
97,257277,120886471,1,0,0,0,0.0,0.0
98,257277,122241003,1,0,0,0,0.0,0.0
99,257277,131201009,1,0,0,0,0.0,0.0
100,257277,173394740,1,0,0,0,0.0,0.0
101,257277,277039974,1,0,0,0,0.0,0.0
102,257277,299836688,1,0,0,0,0.0,0.0
103,257277,366893435,1,0,0,0,0.0,0.0
104,279801,5868986,2,0,0,0,0.0,0.0
105,279801,74927486,2,0,0,0,0.0,0.0
106,279801,102277866,1,0,0,0,0.0,0.0
107,291249,56844183,1,0,0,0,0.0,0.0
108,299856,68406130,1,0,0,0,0.0,0.0
109,299856,112617517,1,0,0,0,0.0,0.0
110,299856,185528716,1,0,0,0,0.0,0.0
111,299856,197489806,1,0,0,0,0.0,0.0
112,299856,346361906,1,0,0,0,0.0,0.0
113,302466,37443139,1,0,1,0,0.0,0.0
114,302466,57514240,1,0,0,0,0.0,0.0
115,302466,89695454,1,0,0,0,0.0,0.0
116,302466,100989804,1,0,1,0,0.0,0.0
117,302466,133385344,1,0,1,0,0.0,0.0
118,302466,134477230,1,0,0,0,0.0,0.0
119,302466,157278592,1,0,0,0,0.0,0.0
120,302466,158393718,1,0,1,0,0.0,0.0
121,302466,172667990,1,0,0,0,0.0,0.0
122,302466,203858242,1,0,1,0,0.0,0.0
123,302466,220688242,1,0,1,0,0.0,0.0
124,302466,231627286,1,0,0,0,0.0,0.0
125,302466,250092278,2,0,1,0,0.0,0.0
126,302466,263907420,1,0,0,0,0.0,0.0
127,302466,305883462,1,0,1,0,0.0,0.0
128,302466,387447969,1,0,0,0,0.0,0.0
129,317091,90337957,1,0,0,0,0.0,0.0
130,335949,971814,1,0,0,0,0.0,0.0
131,335949,2658820,1,0,0,0,0.0,0.0
132,335949,6345309,1,0,0,0,0.0,0.0
133,335949,18656785,1,0,0,0,0.0,0.0
134,335949,27238255,1,0,0,0,0.0,0.0
135,335949,29615994,1,0,0,0,0.0,0.0
136,335949,37884675,1,0,0,0,0.0,0.0
137,335949,46068043,1,0,0,0,0.0,0.0
138,335949,56388958,1,0,0,0,0.0,0.0
139,335949,68227721,1,0,0,0,0.0,0.0
140,335949,73933652,1,0,0,0,0.0,0.0
141,335949,73957595,1,0,0,0,0.0,0.0
142,335949,74816955,1,0,0,0,0.0,0.0
143,335949,77196907,1,0,0,0,0.0,0.0
144,335949,89021623,1,0,0,0,0.0,0.0
145,335949,92527945,1,0,0,0,0.0,0.0
146,335949,93108908,1,0,0,0,0.0,0.0
147,335949,105753567,1,0,0,0,0.0,0.0
148,335949,115932837,1,0,0,0,0.0,0.0
149,335949,119537809,1,0,0,0,0.0,0.0
150,335949,119539126,1,0,0,0,0.0,0.0
151,335949,119960194,1,0,0,0,0.0,0.0
152,335949,122011321,1,0,0,0,0.0,0.0
153,335949,122288335,1,0,0,0,0.0,0.0
154,335949,122460890,1,0,0,0,0.0,0.0
155,335949,128581410,1,0,0,0,0.0,0.0
156,335949,139093530,1,0,0,0,0.0,0.0
157,335949,140042036,1,0,0,0,0.0,0.0
158,335949,140882085,1,0,0,0,0.0,0.0
159,335949,144463106,1,0,0,0,0.0,0.0
160,335949,148290328,1,0,0,0,0.0,0.0
161,335949,150001123,1,0,0,0,0.0,0.0
162,335949,158331249,1,0,0,0,0.0,0.0
163,335949,160634433,1,0,0,0,0.0,0.0
164,335949,162044646,1,0,0,0,0.0,0.0
165,335949,164260648,1,0,0,0,0.0,0.0
166,335949,165800616,1,0,0,0,0.0,0.0
167,335949,172056530,1,0,0,0,0.0,0.0
168,335949,172231611,1,0,0,0,0.0,0.0
169,335949,176815724,1,0,0,0,0.0,0.0
170,335949,179754723,1,0,0,0,0.0,0.0
171,335949,179780213,1,0,0,0,0.0,0.0
172,335949,182674415,2,0,0,0,0.0,0.0
173,335949,183633163,1,0,0,0,0.0,0.0
174,335949,184141018,1,0,0,0,0.0,0.0
175,335949,185420068,1,0,0,0,0.0,0.0
176,335949,193608876,1,0,0,0,0.0,0.0
177,335949,195408297,1,0,0,0,0.0,0.0
178,335949,202137658,1,0,0,0,0.0,0.0
179,335949,214080409,1,0,0,0,0.0,0.0
180,335949,216482060,1,0,0,0,0.0,0.0
181,335949,217118535,1,0,0,0,0.0,0.0
182,335949,220895990,1,0,0,0,0.0,0.0
183,335949,228938912,1,0,0,0,0.0,0.0
184,335949,237089179,1,0,0,0,0.0,0.0
185,335949,242719748,1,0,0,0,0.0,0.0
186,335949,242773829,1,0,0,0,0.0,0.0
187,335949,244328249,1,0,0,0,0.0,0.0
188,335949,247581640,1,0,0,0,0.0,0.0
189,335949,248315639,1,0,0,0,0.0,0.0
190,335949,253036907,2,0,0,0,0.0,0.0
191,335949,256467630,1,0,0,0,0.0,0.0
192,335949,258474152,1,0,0,0,0.0,0.0
193,335949,269176955,1,0,0,0,0.0,0.0
194,335949,271290141,1,0,0,0,0.0,0.0
195,335949,271576379,1,0,0,0,0.0,0.0
196,335949,274026767,2,0,0,0,0.0,0.0
197,335949,278111882,1,0,0,0,0.0,0.0
198,335949,281629079,1,0,0,0,0.0,0.0
199,335949,285269572,1,0,0,0,0.0,0.0
200,335949,303919549,1,0,0,0,0.0,0.0
201,335949,311339390,1,0,0,0,0.0,0.0
202,335949,311513066,1,0,0,0,0.0,0.0
203,335949,311597278,1,0,0,0,0.0,0.0
204,335949,317815870,1,0,0,0,0.0,0.0
205,335949,320854108,1,0,0,0,0.0,0.0
206,335949,324852384,1,0,0,0,0.0,0.0
207,335949,333403878,1,0,0,0,0.0,0.0
208,335949,334703573,1,0,0,0,0.0,0.0
209,335949,335390792,1,0,0,0,0.0,0.0
210,335949,336025238,1,0,0,0,0.0,0.0
211,335949,346993882,1,0,0,0,0.0,0.0
212,335949,350472409,1,0,0,0,0.0,0.0
213,335949,352869286,1,0,0,0,0.0,0.0
214,335949,357124826,1,0,0,0,0.0,0.0
215,335949,359637070,1,0,0,0,0.0,0.0
216,335949,369987528,1,0,0,0,0.0,0.0
217,335949,370104090,1,0,0,0,0.0,0.0
218,335949,370498466,1,0,0,0,0.0,0.0
219,335949,372925292,1,0,0,0,0.0,0.0
220,335949,373288329,1,0,0,0,0.0,0.0
221,335949,374880559,1,0,0,0,0.0,0.0
222,335949,377958513,1,0,0,0,0.0,0.0
223,335949,379683326,1,0,0,0,0.0,0.0
224,335949,384337661,1,0,0,0,0.0,0.0
225,335949,385419455,1,0,0,0,0.0,0.0
226,335949,387497266,2,0,0,1,0.0,0.0
227,335949,397190150,1,0,0,0,0.0,0.0
228,335949,397735915,1,0,0,0,0.0,0.0
229,353514,270516801,1,0,0,0,0.0,0.0
230,359613,109085173,1,0,0,0,0.0,0.0
231,359613,129547228,1,0,0,0,0.0,0.0
232,359613,345828301,1,0,0,0,0.0,0.0
233,359613,376799299,1,0,0,0,0.0,0.0
234,374661,43145991,1,0,0,0,0.0,0.0
235,396369,58900980,1,0,0,0,0.0,0.0
236,396369,142041279,1,0,0,0,0.0,0.0
237,396369,213194780,1,0,0,0,0.0,0.0
238,396369,226068026,1,0,0,0,0.0,0.0
239,396369,338184813,1,0,0,0,0.0,0.0
240,396369,351054522,1,0,0,0,0.0,0.0
241,396369,378505512,1,0,0,0,0.0,0.0
242,404232,188280995,1,1,0,0,0.0,0.0
243,412008,28360786,1,0,0,0,0.0,0.0
244,412008,46943043,1,0,0,0,0.0,0.0
245,412008,170281123,1,1,0,0,0.0,0.0
246,412008,173820188,1,0,0,0,0.0,0.0
247,412008,227245239,1,0,0,0,0.0,0.0
248,412008,328737239,1,0,0,0,0.0,0.0
249,412008,394997129,1,0,0,0,0.0,0.0
250,431616,43741698,1,0,0,0,0.0,0.0
251,431616,134366643,1,1,0,0,0.0,0.0
252,431616,154990025,1,1,0,0,0.0,0.0
253,431616,329624631,1,1,0,0,0.0,0.0
254,443439,222514477,1,0,0,0,0.0,0.0
255,447828,8517360,1,0,0,0,0.0,0.0
256,447828,19604592,1,0,0,0,0.0,0.0
257,447828,21916616,1,0,0,0,0.0,0.0
258,447828,33885598,1,0,0,0,0.0,0.0
259,447828,43136986,1,0,0,0,0.0,0.0
260,447828,81938285,1,0,0,0,0.0,0.0
261,447828,84151403,1,0,0,0,0.0,0.0
262,447828,110020109,1,0,1,0,0.0,0.0
263,447828,115376823,1,0,0,0,0.0,0.0
264,447828,136444548,1,0,0,0,0.0,0.0
265,447828,145433131,1,0,0,0,0.0,0.0
266,447828,206016051,2,0,1,0,0.0,0.0
267,447828,229937058,1,0,0,0,0.0,0.0
268,447828,256618038,1,0,0,0,0.0,0.0
269,447828,259541359,1,0,0,0,0.0,0.0
270,447828,270787747,1,0,0,0,0.0,0.0
271,447828,304327136,1,0,0,0,0.0,0.0
272,447828,390264302,1,0,0,0,0.0,0.0
273,454872,35276608,1,1,0,0,0.0,0.0
274,454872,58727293,1,0,0,0,0.0,0.0
275,454872,181915234,1,1,0,0,0.0,0.0
276,454872,217161437,1,1,0,0,0.0,0.0
