161481,14285814
161481,46870795
161481,155199637
161481,209171499
161481,235875168
161481,339030565
161481,383479841
226017,9592306
302466,390841005
317091,151712003
317091,233292622
317091,256677806
317091,326108663
317091,345845463
447828,206016051
519693,218956054
519693,235772999
530238,69382307
530238,165455096
536394,34937426
536394,221204794
1012927,105857507
1012927,216810080
1051240,124928480
1107934,298268624
1136287,24078795
1136287,97793748
1136287,186455521
1211491,136221535
1211491,349443097
1390654,268612485
1462804,38600005
1462804,151259325
1462804,358104337
1591612,36907872
1591612,264156740
1591612,353656592
1675813,399468832
2046058,54960667
2048794,199187082
2048794,252564781
2048794,349017358
2088409,10831936
2088409,132669691
2137246,45946579
2137246,214249526
2171674,259819305
2198065,103584664
2231431,144172733
2297257,11923201
2437852,93704646
2437852,306267764
2437852,310589979
2630830,49264563
2630830,271019679
2630830,278097776
2630830,280658145
2631448,80233719
2631448,109755505
2636701,202125271
2854798,125518814
2854798,183548496
2854798,192885971
2854798,210553677
2854798,218415196
2854798,257727704
2854798,268766964
2854798,297886807
2854798,339607718
2961442,276733073
2961442,315643365
2961442,351334128
3285586,76787909
3285586,198880828
3285586,284393062
3285586,354109815
3285586,364060819
3285586,373477396
3313048,149387006
3320605,34614168
3320605,54004640
3320605,60584974
3320605,205443169
3320605,215243753
3320605,241027485
3320605,275552139
3320605,305586968
3320605,360561731
3320605,362277971
3353347,26160986
3353347,31878787
3353347,164842579
3353347,172025245
3353347,363470782
3387352,343299064
3408454,22565309
3408454,25509842
3444136,8338379
3444136,30806773
3444136,51627898
3444136,84128152
3444136,103097956
3444136,112294799
3444136,158505028
3444136,167838111
3444136,174635395
3444136,178894000
3444136,221679005
3444136,228299588
3444136,269493401
3444136,274983039
3444136,385829222
3633100,320593836
3697045,122615441
3727471,205043038
3777256,31609311
3883093,179137292
3883093,270530062
3883093,395376856
3887824,220883362
4087217,59677447
4087217,108659625
4087217,150125079
4087217,249192798
4087217,383980584
4087217,399287331
4209278,135585413
4209278,205426235
4209449,69692737
4239407,58119703
4239407,283201104
4239407,362072324
4320107,28837902
4365869,285168374
4486844,185128359
4486844,190390494
4486844,316260490
4486844,316406322
4486844,327549087
4498439,19867950
4498439,57971648
4498439,74977824
4498439,77071348
4498439,87030081
4498439,269040223
4498439,282239053
4498439,282267176
4498439,293157386
4498439,344667993
4556144,315643365
4634018,6308981
4634018,292975908
4915814,343575787
4944167,164238860
4968401,80983527
5000054,115851820
5027015,262178796
5257922,370366552
5305268,309515561
5352155,335956990
5357789,346663329
5357789,360478137
5360957,75620578
5369231,18311946
5369231,36641963
5369231,56151243
5369231,75245446
5369231,97486211
5369231,118143895
5369231,156945324
5369231,196344875
5369231,200016778
5369231,304220562
5369231,394658338
5371991,85128217
5371991,131188564
5371991,319363150
5371991,326247304
5371991,333028913
5371991,349770970
5371991,386664859
5436527,67907185
5436527,303882507
5525891,3920363
5538350,81424136
5708087,53015714
5708087,58330809
5708087,118179833
5708087,200867098
5708087,222078910
5708087,249026377
5708087,298172271
5922326,197069215
5922326,264535780
5922326,320491279
5922326,368487982
6264206,32555734
6264206,75310164
6264206,141516057
6264206,151498713
6264206,352084967
6337658,11671736
6337658,121018813
6357161,153488214
10129914,249618450
10161435,42875749
10522473,307941736
10634751,262673621
10684992,19604592
10684992,118835036
10684992,270787747
10724847,108808062
10820115,76187584
10820115,86071912
10820115,98195170
10820115,109447458
10820115,132786533
10820115,140386280
10820115,142839595
10820115,164210470
10820115,195006287
10820115,230857279
10820115,264268988
10820115,303788543
10820115,322187454
10820115,352211501
10823697,36410770
10874175,129098469
10876284,215390193
10876284,293148277
10876284,368359382
11026029,88964509
11026029,228676823
11026029,398972779
11046330,278605647
11073942,364020253
11225904,367555209
11229381,92277546
11279964,168681351
11293311,352268671
11343165,241055872
11366706,119234970
11366706,233101284
11366706,314994124
11436462,154454692
11436462,377135593
11436462,393177247
