530238,69382307
2961442,276733073
3320605,34614168
3320605,60584974
3320605,215243753
3320605,362277971
3633100,320593836
4209449,69692737
4239407,58119703
4239407,283201104
5369231,18311946
5369231,304220562
5708087,58330809
6357161,153488214
11279964,168681351
11583387,138519826
12089679,87063573
12361452,34372993
12361452,45671692
12361452,79084371
12361452,86134680
12361452,88715281
12361452,148466849
12361452,335718919
12361452,364261416
12361452,370932166
12473103,258181460
12952941,197997766
13131039,863419
13698828,332555164
15033334,44937462
15280372,248876824
15303982,239300087
15731449,293483840
16266511,48049384
17562880,300556503
18387106,243720704
18488008,382134731
19864337,96158457
20428959,301588836
21093699,151457556
21279609,245160551
21827502,334092262
23625580,313319103
23688622,383234244
23722207,307185585
23730268,297853261
24979429,236434380
25730704,55788162
25730704,105318396
25730704,250793249
25730704,396834504
26491468,80552457
27905177,265047518
28785719,375648589
29421947,112429160
30404274,260512685
30591498,275744491
30660351,149841112
30660351,162073706
32079118,47931063
32327203,386104078
32367160,358200376
33253837,234560496
34672834,6327151
34672834,159891668
34895785,49700884
35482754,307600160
35934752,201014813
36063452,175512250
36063452,378549548
37393370,312308000
37393370,336441461
37963142,2838790
37963142,95245075
37963142,265771272
37963142,330473764
37963142,383837757
39759851,16008761
39759851,96544502
39801668,372113656
40745647,384856811
40824670,307989771
42354574,93659496
43484740,88769
43484740,402732988
44193530,123709387
44277104,79312721
44445188,289955323
44705666,266217824
45629939,184931760
46554986,71106658
46729748,400840831
48201636,35261375
48201636,290839369
48362340,154168523
48790890,384922916
49099929,233293607
49387743,218887120
50142094,254127882
50202820,373738755
50216353,384176131
50783368,205542738
50805790,146543101
51318043,291111902
51672425,68002890
54915080,125666923
55624235,112798392
56850825,19749520
57269349,223978628
57328869,179147995
59165397,106961622
59165397,326941176
59786445,66062866
60817805,125336077
62664446,35543823
62664446,112490638
63503114,67487454
64047083,81286222
64151780,190774778
64509513,388477074
100226515,250781249
100714423,298448944
100714423,335666359
101577352,242447429
101847145,39622653
101919523,386356099
102807796,367109697
104479195,315015802
105726659,192311592
105726659,388333999
105900884,8774280
105900884,85428245
105900884,108780412
105900884,120949539
106751135,11196173
106778951,71743660
107264414,27096722
107818388,217230200
107902802,127132351
107902802,327186410
108842399,74359694
108842399,234560925
108842399,343930065
109043819,293880821
109436981,263135114
110202001,97497406
110202001,318125139
110507044,345626114
110581771,291800412
111311287,344702101
113445572,303625840
114127115,126366471
114328130,120065547
114328130,262439012
114357452,225169927
115669976,187864672
116270315,274415103
116592686,49002319
118733970,134877587
122407730,388470592
122986796,401793249
123384614,24181441
123609059,335081779
126376929,37926767
126376929,53774113
126376929,123822551
126376929,259348195
126920490,137729000
126920490,308733158
128043732,229698147
130382645,170831857
131045093,86616848
132541898,52025208
132541898,66780674
132541898,188638627
132626507,13761688
132626507,48267628
132626507,239537870
132636848,82050160
133055414,296482031
134116374,56943774
135378246,133073301
135378246,228836179
135378246,335006730
135567210,296800273
135809553,24420702
135809553,202135649
135833241,50423365
136286592,115214235
136286592,205050604
137352966,42199042
137534145,205219028
138492880,402463602
138604543,303417452
138796450,61488106
138796450,272315896
139251889,341690127
141236210,164666227
141374267,64363930
141374267,179399381
141374267,218779676
141374267,393028051
141934553,42310286
141938543,178789856


test f1:0.957301
test weightedPrecision:0.953100
test weightedRecall:0.966907
